id,temporada,codigo,exportadora_id,exportadora_nombre,productor_id,productor_nombre,campo_id,campo,csg,especie_id,especie_nombre,variedad_id,variedad_nombre,fecha_recepcion,planta,lote,guia,numero,peso_fruto,calibre,numero_orden,recepcion_id,created_at,updated_at
15372,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,130.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15373,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,88.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15374,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,93.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15375,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,96.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15376,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,101.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15377,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,111.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15378,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,102.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15379,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,124.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15380,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,124.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15381,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,83.0,200,3,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15382,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,120.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15383,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,153.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15384,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,112.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15385,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,108.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15386,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,146.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15387,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,118.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15388,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,126.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15389,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,184.0,95,7,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15390,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,121.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15391,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,118.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15392,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,97.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15393,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,108.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15394,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,126.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15395,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,92.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15396,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,133.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15397,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,158.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15398,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,126.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15399,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,106.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15400,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,164.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15401,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,206.0,75,8,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15402,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,112.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15403,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,119.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15404,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,85.0,200,3,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15405,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,101.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15406,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,124.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15407,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,135.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15408,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,103.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15409,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,113.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15410,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,102.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15411,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,125.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15412,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,102.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15413,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,112.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15414,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,83.0,200,3,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15415,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,133.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15416,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,87.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15417,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,125.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15418,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,135.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15419,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,144.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15420,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,114.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15421,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,112.0,140,5,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15422,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,103.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15423,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,87.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15424,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,146.0,115,6,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15425,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,119,FUNDO EL MAITEN,177101,12,LIMONES,110,FINO 49,2025-05-24T04:00:00.000000Z,ALMAHUE,1537,12997,1,104.0,165,4,148,2025-05-24T20:25:52.000000Z,2025-05-24T20:25:52.000000Z
15426,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,91.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15427,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,125.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15428,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,112.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15429,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,119.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15430,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,97.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15431,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,115.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15432,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,157.0,115,6,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15433,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,98.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15434,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,82.0,200,3,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15435,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,143.0,115,6,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15436,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,129.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15437,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,99.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15438,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,123.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15439,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,112.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15440,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,90.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15441,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,98.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15442,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,87.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15443,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,121.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15444,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,126.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15445,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,135.0,115,6,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15446,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,119.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15447,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,88.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15448,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,117.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15449,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,109.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15450,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,87.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15451,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,97.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15452,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,110.0,140,5,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15453,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,96.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
15454,2024/2025,LBR-,15,EL PARQUE,79,AGRICOLA LYON LTDA,168,FUNDO EL ASTA,3103045,12,LIMONES,145,BENJAMIN ANDES,2025-05-24T04:00:00.000000Z,ALMAHUE,1538,6641,1,104.0,165,4,149,2025-05-24T21:18:35.000000Z,2025-05-24T22:03:46.000000Z
