id,temporada,codigo,exportadora_id,exportadora_nombre,productor_id,productor_nombre,campo_id,campo,csg,especie_id,especie_nombre,variedad_id,variedad_nombre,fecha_recepcion,planta,lote,guia,numero,peso_fruto,calibre,numero_orden,recepcion_id,created_at,updated_at
10226,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,132.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10227,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,125.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10228,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,146.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10229,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,105.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10230,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,117.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10231,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,175.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10232,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,154.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10233,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,100.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10234,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,144.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10235,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,174.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10236,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,137.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10237,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,149.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10238,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,116.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10239,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,69.0,235,8,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10240,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,115.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10241,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,145.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10242,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,300.0,SOBRECALIBRE,1,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10243,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,109.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10244,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,219.0,75,2,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10245,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,134.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10246,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,120.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10247,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,97.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10248,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,113.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10249,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,104.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10250,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,105.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10251,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,125.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10252,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,158.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10253,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,159.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10254,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,125.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10255,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,136.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10256,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,145.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10257,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,129.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10258,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,155.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10259,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,117.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10260,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,121.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10261,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,149.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10262,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,157.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10263,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,164.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10264,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,136.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10265,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,166.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10266,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,176.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10267,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,106.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10268,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,103.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10269,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,192.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10270,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,157.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10271,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,183.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10272,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,116.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10273,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,157.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10274,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,204.0,75,2,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10275,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,96.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10276,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,129.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10277,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,138.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10278,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,189.0,95,3,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10279,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,91.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10280,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,121.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10281,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,151.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10282,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,216.0,75,2,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10283,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,109.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10284,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,124.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10285,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,106.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10286,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,153.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10287,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,130.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10288,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,119.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10289,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,100.0,165,6,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10290,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,116.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10291,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,139.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10292,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,135.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10293,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,118.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10294,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,144.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10295,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,131.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10296,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,146.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10297,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,340.0,SOBRECALIBRE,1,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10298,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,130.0,140,5,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
10299,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,SOC. AGRICOLA EL RANCHILLO UNO LTDA,98709,12,LIMONES,110,FINO 49,2025-05-15T04:00:00.000000Z,ALMAHUE,1475,12901,1,131.0,115,4,98,2025-05-15T20:45:30.000000Z,2025-05-17T17:30:25.000000Z
